"","ID","Name","CountryCode","District","Population","lon","lat"
"1092",1366,"Mosul","IRQ","Ninawa",879000,43.1640004,36.3566484
"1093",1367,"Irbil","IRQ","Irbil",485968,44.0088697,36.2062933
"1094",1368,"Kirkuk","IRQ","al-Tamim",418624,44.3803921,35.4655761
"1095",1369,"Basra","IRQ","Basra",406296,47.7834888,30.5081033
"1096",1370,"al-Sulaymaniya","IRQ","al-Sulaymaniya",364096,45.4359425,35.5570454
"1097",1371,"al-Najaf","IRQ","al-Najaf",309010,44.3331165,32.027376
"1098",1372,"Karbala","IRQ","Karbala",296705,44.0103922,32.6068464
"1099",1373,"al-Hilla","IRQ","Babil",268834,44.4276206,32.4773359
"1100",1374,"al-Nasiriya","IRQ","DhiQar",265937,46.2665911,31.0452345
"1101",1375,"al-Amara","IRQ","Maysan",208797,47.1459597,31.8496076
"1102",1376,"al-Diwaniya","IRQ","al-Qadisiya",196519,44.9066503,31.9641427
"1103",1377,"al-Ramadi","IRQ","al-Anbar",192556,43.2811579,33.4352789
"1104",1378,"al-Kut","IRQ","Wasit",183183,45.846961,32.5168459
"1105",1379,"Baquba","IRQ","Diyala",114516,44.6066578,33.7596413
"1106",1380,"Teheran","IRN","Teheran",6758845,51.3889736,35.6891975
"1107",1381,"Mashhad","IRN","Khorasan",1887405,59.6167549,36.2604623
"1109",1383,"Tabriz","IRN","East Azerbaidzan",1191043,46.2738013,38.096239
"1110",1384,"Shiraz","IRN","Fars",1053025,52.5836982,29.5917677
"1111",1385,"Karaj","IRN","Teheran",940968,50.9390906,35.8400188
"1113",1387,"Qom","IRN","Qom",777677,50.8759419,34.6399443
"1114",1388,"Kermanshah","IRN","Kermanshah",692986,47.0777685,34.3276924
"1115",1389,"Urmia","IRN","West Azerbaidzan",435200,45.0786282,37.5498061
"1116",1390,"Zahedan","IRN","Sistan va Baluchesta",419518,60.8841983,29.451926
"1117",1391,"Rasht","IRN","Gilan",417748,49.5891233,37.2682177
"1120",1394,"Arak","IRN","Markazi",380755,49.7013486,34.0953553
"1121",1395,"Ardebil","IRN","Ardebil",340386,48.2999901,38.2537363
"1122",1396,"Yazd","IRN","Yazd",326776,54.3568562,31.8974232
"1124",1398,"Zanjan","IRN","Zanjan",286295,48.5087209,36.6830045
"1125",1399,"Sanandaj","IRN","Kordestan",277808,46.9861647,35.3218748
"1126",1400,"Bandar-e-Abbas","IRN","Hormozgan",273578,56.2666455,27.1832216
"1127",1401,"Khorramabad","IRN","Lorestan",272815,48.3389644,33.4646833
"1128",1402,"Eslamshahr","IRN","Teheran",265450,51.2302457,35.5445805
"1129",1403,"Borujerd","IRN","Lorestan",217804,48.767033,33.8941993
"1130",1404,"Abadan","IRN","Khuzestan",206073,48.2934004,30.347296
"1131",1405,"Dezful","IRN","Khuzestan",202639,48.4235841,32.3830777
"1132",1406,"Kashan","IRN","Esfahan",201372,51.4099625,33.9850358
"1133",1407,"Sari","IRN","Mazandaran",195882,53.0586328,36.5658729
"1134",1408,"Gorgan","IRN","Golestan",188710,54.4393363,36.8456427
"1135",1409,"Najafabad","IRN","Esfahan",178498,51.3679914,32.6324231
"1136",1410,"Sabzevar","IRN","Khorasan",170738,57.6678228,36.2151823
"1137",1411,"Khomeynishahr","IRN","Esfahan",165888,51.5360368,32.69326
"1138",1412,"Amol","IRN","Mazandaran",159092,52.350694,36.4676264
"1139",1413,"Neyshabur","IRN","Khorasan",158847,58.7960915,36.2140865
"1140",1414,"Babol","IRN","Mazandaran",158346,52.6764543,36.5386629
"1142",1416,"Malayer","IRN","Hamadan",144373,48.8145943,34.3020001
"1143",1417,"Bushehr","IRN","Bushehr",143641,50.820314,28.9233837
"1144",1418,"Qaemshahr","IRN","Mazandaran",143286,52.8634197,36.4683746
"1146",1420,"Qods","IRN","Teheran",138278,51.1062824,35.70265
"1147",1421,"Sirjan","IRN","Kerman",135024,55.6714051,29.4586676
"1148",1422,"Bojnurd","IRN","Khorasan",134835,57.3143348,37.4702063
"1149",1423,"Maragheh","IRN","East Azerbaidzan",132318,46.2533882,37.3891966
"1150",1424,"Birjand","IRN","Khorasan",127608,59.2262472,32.8649039
"1151",1425,"Ilam","IRN","Ilam",126346,46.415281,33.6349736
"1152",1426,"Bukan","IRN","West Azerbaidzan",120020,46.2094316,36.518696
"1153",1427,"Masjed-e-Soleyman","IRN","Khuzestan",116883,49.2892129,31.9633663
"1154",1428,"Saqqez","IRN","Kordestan",115394,46.2779705,36.2389448
"1155",1429,"Gonbad-e Qabus","IRN","Mazandaran",111253,55.1596592,37.2406676
"1156",1430,"Saveh","IRN","Qom",111245,50.3585065,35.0236107
"1157",1431,"Mahabad","IRN","West Azerbaidzan",107799,45.7337091,36.7683527
"1158",1432,"Varamin","IRN","Teheran",107233,51.6471987,35.3252407
"1159",1433,"Andimeshk","IRN","Khuzestan",106923,48.3489356,32.4538139
"1160",1434,"Khorramshahr","IRN","Khuzestan",105636,48.1891185,30.4256219
"1161",1435,"Shahrud","IRN","Semnan",104765,55.016269,36.4062241
"1162",1436,"Marv Dasht","IRN","Fars",103579,52.8205515,29.878738
"1164",1438,"Shahr-e Kord","IRN","Chaharmahal va Bakht",100477,50.8768541,32.3282386
"1165",1439,"Bandar-e Anzali","IRN","Gilan",98500,49.4798635,37.4639089
"1166",1440,"Rafsanjan","IRN","Kerman",98300,56.002705,30.3548893
"1167",1441,"Marand","IRN","East Azerbaidzan",96400,-71.4317981,46.7509021
"1168",1442,"Torbat-e Heydariyeh","IRN","Khorasan",94600,59.216145,35.279843
"1169",1443,"Jahrom","IRN","Fars",94200,53.5743866,28.5177435
"1170",1444,"Semnan","IRN","Semnan",91045,54.4342138,35.2255585
"1171",1445,"Miandoab","IRN","West Azerbaidzan",90100,46.1053782,36.9594997
"1173",1447,"Dublin","IRL","Leinster",481854,-6.2603097,53.3498053
"1174",1448,"Cork","IRL","Munster",127187,-8.4863157,51.8968917
"1175",1450,"Jerusalem","ISR","Jerusalem",633700,35.21371,31.768319
"1177",1452,"Haifa","ISR","Haifa",265700,34.989571,32.7940463
"1178",1453,"Rishon Le Ziyyon","ISR","Ha Merkaz",188200,34.7925013,31.9730015
"1179",1454,"Beerseba","ISR","Ha Darom",163700,34.791462,31.252973
"1180",1455,"Holon","ISR","Tel Aviv",163100,34.787384,32.015833
"1181",1456,"Petah Tiqwa","ISR","Ha Merkaz",159400,34.887762,32.084041
"1182",1457,"Ashdod","ISR","Ha Darom",155800,34.655314,31.804381
"1184",1459,"Bat Yam","ISR","Tel Aviv",137000,34.748019,32.013186
"1185",1460,"Bene Beraq","ISR","Tel Aviv",133900,34.835226,32.084932
"1187",1462,"Ashqelon","ISR","Ha Darom",92300,34.5742523,31.6687885
"1188",1463,"Rehovot","ISR","Ha Merkaz",90300,34.811272,31.892773
"1189",1464,"Roma","ITA","Latium",2643581,12.4963655,41.9027835
"1190",1465,"Milano","ITA","Lombardia",1300977,-94.5823061,39.0825197
"1191",1466,"Napoli","ITA","Campania",1002619,-97.878004,36.394466
"1192",1467,"Torino","ITA","Piemonte",903705,7.6868565,45.070312
"1193",1468,"Palermo","ITA","Sisilia",683794,13.3612671,38.1156879
"1194",1469,"Genova","ITA","Liguria",636104,-97.3393788,38.0320628
"1195",1470,"Bologna","ITA","Emilia-Romagna",381161,11.3426162,44.494887
"1196",1471,"Firenze","ITA","Toscana",376662,11.2558136,43.7695604
"1197",1472,"Catania","ITA","Sisilia",337862,15.0830304,37.5078772
"1198",1473,"Bari","ITA","Apulia",331848,16.8718715,41.1171432
"1199",1474,"Venezia","ITA","Veneto",277305,12.3155151,45.4408474
"1200",1475,"Messina","ITA","Sisilia",259156,15.5540152,38.1938137
"1201",1476,"Verona","ITA","Veneto",255268,10.9916215,45.4383842
"1202",1477,"Trieste","ITA","Friuli-Venezia Giuli",216459,13.7768182,45.6495264
"1203",1478,"Padova","ITA","Veneto",211391,11.8767611,45.4064349
"1204",1479,"Taranto","ITA","Apulia",208214,17.2470303,40.4643606
"1205",1480,"Brescia","ITA","Lombardia",191317,10.2118019,45.5415526
"1206",1481,"Reggio di Calabria","ITA","Calabria",179617,15.6472914,38.1113006
"1207",1482,"Modena","ITA","Emilia-Romagna",176022,10.9252269,44.647128
"1209",1484,"Parma","ITA","Emilia-Romagna",168717,10.3279036,44.801485
"1210",1485,"Cagliari","ITA","Sardinia",165926,9.1216613,39.2238411
"1212",1487,"Perugia","ITA","Umbria",156673,12.3908279,43.1107168
"1213",1488,"Foggia","ITA","Apulia",154891,15.5446302,41.4621984
"1214",1490,"Salerno","ITA","Campania",142055,14.7680961,40.6824408
"1215",1491,"Ravenna","ITA","Emilia-Romagna",138418,12.2035294,44.4183598
"1216",1492,"Ferrara","ITA","Emilia-Romagna",132127,11.619787,44.8381237
"1217",1493,"Rimini","ITA","Emilia-Romagna",131062,12.5695158,44.0678288
"1218",1494,"Syrakusa","ITA","Sisilia",126282,15.2865861,37.0754739
"1219",1495,"Sassari","ITA","Sardinia",120803,8.5556826,40.7259269
"1220",1496,"Monza","ITA","Lombardia",119516,9.2744485,45.5845001
"1222",1498,"Pescara","ITA","Abruzzit",115698,14.2160898,42.4617902
"1223",1499,"Latina","ITA","Latium",114099,12.9035965,41.4675671
"1224",1500,"Vicenza","ITA","Veneto",109738,11.5354214,45.5454787
"1225",1501,"Terni","ITA","Umbria",107770,12.6426604,42.5636168
"1229",1506,"Ancona","ITA","Marche",98329,13.518915,43.6158299
"1230",1507,"Lecce","ITA","Apulia",98208,18.1750161,40.3515155
"1231",1508,"Bolzano","ITA","Trentino-Alto Adige",97232,11.3547582,46.4982953
"1233",1510,"La Spezia","ITA","Liguria",95504,9.8240826,44.1024504
"1234",1511,"Udine","ITA","Friuli-Venezia Giuli",94932,13.2345794,46.0710668
"1235",1512,"Torre del Greco","ITA","Campania",94505,14.367461,40.7894429
"1236",1513,"Andria","ITA","Apulia",94443,16.22868,41.1382473
"1238",1515,"Giugliano in Campania","ITA","Campania",93286,14.2032077,40.9285635
"1239",1516,"Pisa","ITA","Toscana",92379,10.4016888,43.7228386
"1240",1517,"Barletta","ITA","Apulia",91904,16.2838207,41.3196635
"1241",1518,"Arezzo","ITA","Toscana",91729,11.8796336,43.4632839
"1242",1519,"Alessandria","ITA","Piemonte",90289,8.6116796,44.9072727
"1243",1520,"Cesena","ITA","Emilia-Romagna",89852,12.2464292,44.1396438
"1244",1521,"Pesaro","ITA","Marche",88987,12.9155494,43.9124756
"1245",1522,"Dili","TMP","Dili",47900,125.5603143,-8.5568557
"1247",1524,"Graz","AUT","Steiermark",240967,15.439504,47.070714
"1248",1525,"Linz","AUT","North Austria",188022,14.28583,48.30694
"1249",1526,"Salzburg","AUT","Salzburg",144247,13.05501,47.80949
"1250",1527,"Innsbruck","AUT","Tiroli",111752,11.4041024,47.2692124
"1251",1529,"Spanish Town","JAM","St. Catherine",110379,-76.9758274,18.0193171
"1252",1530,"Kingston","JAM","St. Andrew",103962,-0.300689,51.41233
"1253",1531,"Portmore","JAM","St. Andrew",99799,-76.8893907,17.9611269
"1255",1533,"Jokohama [Yokohama]","JPN","Kanagawa",3339594,139.6380256,35.4437078
"1256",1534,"Osaka","JPN","Osaka",2595674,135.5021651,34.6937378
"1257",1535,"Nagoya","JPN","Aichi",2154376,136.906398,35.1814464
"1258",1536,"Sapporo","JPN","Hokkaido",1790886,141.3543763,43.0620958
"1259",1537,"Kioto","JPN","Kyoto",1461974,135.7680294,35.0116363
"1261",1539,"Fukuoka","JPN","Fukuoka",1308379,130.4017155,33.5903547
"1262",1540,"Kawasaki","JPN","Kanagawa",1217359,-96.8838405,37.8164223
"1263",1541,"Hiroshima","JPN","Hiroshima",1119117,132.4552927,34.3852029
"1264",1542,"Kitakyushu","JPN","Fukuoka",1016264,130.8752161,33.8834093
"1267",1545,"Sakai","JPN","Osaka",797735,-122.5271806,47.648463
"1268",1546,"Kumamoto","JPN","Kumamoto",656734,130.7078911,32.8031004
"1270",1548,"Sagamihara","JPN","Kanagawa",586300,139.3731765,35.5714621
"1272",1550,"Kagoshima","JPN","Kagoshima",549977,130.5571158,31.5965535
"1273",1551,"Funabashi","JPN","Chiba",545299,139.982618,35.6947058
"1274",1552,"Higashiosaka","JPN","Osaka",517785,135.6010123,34.6793301
"1275",1553,"Hachioji","JPN","Tokyo-to",513451,139.3158056,35.6663394
"1277",1555,"Amagasaki","JPN","Hyogo",481434,135.4063757,34.7337339
"1278",1556,"Himeji","JPN","Hyogo",475167,134.6853528,34.815149
"1279",1557,"Shizuoka","JPN","Shizuoka",473854,138.3830845,34.9771201
"1280",1558,"Urawa","JPN","Saitama",469675,-79.389215,43.648217
"1281",1559,"Matsuyama","JPN","Ehime",466133,132.7655752,33.8391574
"1282",1560,"Matsudo","JPN","Chiba",461126,139.903093,35.7876491
"1284",1562,"Kawaguchi","JPN","Saitama",452155,139.7241712,35.8077379
"1286",1564,"Omiya","JPN","Saitama",441649,139.6287539,35.9064871
"1287",1565,"Utsunomiya","JPN","Tochigi",440353,139.8828072,36.5551124
"1288",1566,"Oita","JPN","Oita",433401,131.6126189,33.2381718
"1289",1567,"Nagasaki","JPN","Nagasaki",432759,129.877667,32.7502856
"1292",1570,"Gifu","JPN","Gifu",408007,136.7606537,35.4232984
"1293",1571,"Hirakata","JPN","Osaka",403151,135.6506583,34.8143402
"1294",1572,"Nishinomiya","JPN","Hyogo",397618,135.3415643,34.7375965
"1295",1573,"Toyonaka","JPN","Osaka",396689,135.4697387,34.7812658
"1296",1574,"Wakayama","JPN","Wakayama",391233,135.1708083,34.2305113
"1297",1575,"Fukuyama","JPN","Hiroshima",376921,133.3623127,34.4858993
"1298",1576,"Fujisawa","JPN","Kanagawa",372840,139.490036,35.3391703
"1299",1577,"Asahikawa","JPN","Hokkaido",364813,142.364819,43.7706355
"1300",1578,"Machida","JPN","Tokyo-to",364197,139.4386186,35.546631
"1301",1579,"Nara","JPN","Nara",362812,-94.5833279,39.0938571
"1302",1580,"Takatsuki","JPN","Osaka",361747,135.6172716,34.8461585
"1303",1581,"Iwaki","JPN","Fukushima",361737,140.8876817,37.0504195
"1304",1582,"Nagano","JPN","Nagano",361391,138.1947709,36.6485829
"1306",1584,"Toyota","JPN","Aichi",346090,-94.6747501,39.2934431
"1307",1585,"Suita","JPN","Osaka",345750,135.51686,34.7594526
"1308",1586,"Takamatsu","JPN","Kagawa",332471,134.046574,34.3427879
"1309",1587,"Koriyama","JPN","Fukushima",330335,140.3597421,37.400529
"1310",1588,"Okazaki","JPN","Aichi",328711,137.1743293,34.9543786
"1311",1589,"Kawagoe","JPN","Saitama",327211,139.485793,35.9251006
"1312",1590,"Tokorozawa","JPN","Saitama",325809,139.4686101,35.7996715
"1313",1591,"Toyama","JPN","Toyama",325790,137.2136768,36.6959518
"1314",1592,"Kochi","JPN","Kochi",324710,76.2673041,9.9312328
"1315",1593,"Kashiwa","JPN","Chiba",320296,139.9758505,35.8676124
"1316",1594,"Akita","JPN","Akita",314440,140.1035697,39.7199218
"1317",1595,"Miyazaki","JPN","Miyazaki",303784,131.4238934,31.9110956
"1318",1596,"Koshigaya","JPN","Saitama",301446,139.7909377,35.8910841
"1319",1597,"Naha","JPN","Okinawa",299851,-87.6313406,41.8909584
"1320",1598,"Aomori","JPN","Aomori",295969,140.7399984,40.8243077
"1321",1599,"Hakodate","JPN","Hokkaido",294788,140.7288103,41.7687933
"1322",1600,"Akashi","JPN","Hyogo",292253,-95.592266,30.358246
"1323",1601,"Yokkaichi","JPN","Mie",288173,136.6244847,34.9651567
"1324",1602,"Fukushima","JPN","Fukushima",287525,140.4747281,37.7608337
"1325",1603,"Morioka","JPN","Iwate",287353,141.1544838,39.702053
"1326",1604,"Maebashi","JPN","Gumma",284473,139.0634281,36.3894816
"1327",1605,"Kasugai","JPN","Aichi",282348,136.9722236,35.247611
"1328",1606,"Otsu","JPN","Shiga",282070,135.8546074,35.0178929
"1329",1607,"Ichihara","JPN","Chiba",279280,140.1156648,35.4978377
"1330",1608,"Yao","JPN","Osaka",276421,135.6009775,34.6268635
"1331",1609,"Ichinomiya","JPN","Aichi",270828,136.8029326,35.3038899
"1332",1610,"Tokushima","JPN","Tokushima",269649,134.5548438,34.0702703
"1333",1611,"Kakogawa","JPN","Hyogo",266281,134.8411775,34.7569503
"1334",1612,"Ibaraki","JPN","Osaka",261020,140.4467935,36.3418112
"1335",1613,"Neyagawa","JPN","Osaka",257315,135.6280998,34.7660929
"1337",1615,"Yamagata","JPN","Yamagata",255617,140.3636333,38.2404355
"1338",1616,"Fukui","JPN","Fukui",254818,136.2215269,36.0651779
"1340",1618,"Mito","JPN","Ibaragi",246559,-85.889426,41.696205
"1341",1619,"Sasebo","JPN","Nagasaki",244240,129.7151101,33.1799153
"1342",1620,"Hachinohe","JPN","Aomori",242979,141.4883986,40.5122839
"1343",1621,"Takasaki","JPN","Gumma",239124,139.0032936,36.3219088
"1344",1622,"Shimizu","JPN","Shizuoka",239123,-122.2493963,37.8285615
"1345",1623,"Kurume","JPN","Fukuoka",235611,130.5083735,33.3192865
"1346",1624,"Fuji","JPN","Shizuoka",231527,-95.8847746,36.0600291
"1348",1626,"Fuchu","JPN","Tokyo-to",220576,139.4776614,35.6689735
"1350",1628,"Atsugi","JPN","Kanagawa",212407,139.3624889,35.4430818
"1351",1629,"Numazu","JPN","Shizuoka",211382,138.8634925,35.0955842
"1352",1630,"Ageo","JPN","Saitama",209442,139.5932055,35.9773805
"1353",1631,"Yamato","JPN","Kanagawa",208234,-97.486604,35.225886
"1354",1632,"Matsumoto","JPN","Nagano",206801,137.9720341,36.2380381
"1355",1633,"Kure","JPN","Hiroshima",206504,-178.2935519,28.392533
"1356",1634,"Takarazuka","JPN","Hyogo",205993,135.3600729,34.7997673
"1359",1637,"Odawara","JPN","Kanagawa",200171,139.1521538,35.2645639
"1360",1638,"Kofu","JPN","Yamanashi",199753,138.5682015,35.66228
"1361",1639,"Kushiro","JPN","Hokkaido",197608,144.3813556,42.9848542
"1362",1640,"Kishiwada","JPN","Osaka",197276,135.3708291,34.4606341
"1363",1641,"Hitachi","JPN","Ibaragi",196622,-97.4136874,35.1875648
"1365",1643,"Itami","JPN","Hyogo",190886,135.4009473,34.7843061
"1366",1644,"Uji","JPN","Kyoto",188735,135.7998544,34.8844606
"1367",1645,"Suzuka","JPN","Mie",184061,136.5842092,34.8818796
"1368",1646,"Hirosaki","JPN","Aomori",177522,140.4639223,40.6031243
"1370",1648,"Kodaira","JPN","Tokyo-to",174984,139.477456,35.7285774
"1371",1649,"Takaoka","JPN","Toyama",174380,137.0257282,36.7540964
"1372",1650,"Obihiro","JPN","Hokkaido",173685,143.1961031,42.9238989
"1373",1651,"Tomakomai","JPN","Hokkaido",171958,141.6053721,42.6343021
"1374",1652,"Saga","JPN","Saga",170034,-111.8945028,40.7082057
"1375",1653,"Sakura","JPN","Chiba",168072,-96.1068002,36.1386685
"1376",1654,"Kamakura","JPN","Kanagawa",167661,139.5466868,35.3192254
"1377",1655,"Mitaka","JPN","Tokyo-to",167268,139.5595842,35.683513
"1378",1656,"Izumi","JPN","Osaka",166979,-94.7205203,38.8860713
"1379",1657,"Hino","JPN","Tokyo-to",166770,-97.4674748,37.6658532
"1381",1659,"Ashikaga","JPN","Tochigi",165243,139.4496984,36.3401513
"1382",1660,"Tsu","JPN","Mie",164543,-95.3606121,29.7217625
"1383",1661,"Sayama","JPN","Saitama",162472,139.4122129,35.8529421
"1384",1662,"Yachiyo","JPN","Chiba",161222,-85.1068964,33.6018173
"1385",1663,"Tsukuba","JPN","Ibaragi",160768,140.0766423,36.0834857
"1386",1664,"Tachikawa","JPN","Tokyo-to",159430,139.4078431,35.7140142
"1387",1665,"Kumagaya","JPN","Saitama",157171,139.3886446,36.1473097
"1388",1666,"Moriguchi","JPN","Osaka",155941,135.5617511,34.7357872
"1389",1667,"Otaru","JPN","Hokkaido",155784,140.9946622,43.1907173
"1390",1668,"Anjo","JPN","Aichi",153823,137.080297,34.9586414
"1391",1669,"Narashino","JPN","Chiba",152849,140.0272368,35.681613
"1392",1670,"Oyama","JPN","Tochigi",152820,-91.6571343,42.0323869
"1393",1671,"Ogaki","JPN","Gifu",151758,136.6127502,35.3593842
"1394",1672,"Matsue","JPN","Shimane",149821,133.048375,35.4680595
"1395",1673,"Kawanishi","JPN","Hyogo",149794,135.417278,34.8301347
"1396",1674,"Hitachinaka","JPN","Tokyo-to",148006,140.5346762,36.3966149
"1397",1675,"Niiza","JPN","Saitama",147744,139.565369,35.7935109
"1402",1680,"Ota","JPN","Gumma",145317,-95.6587918,37.0435928
"1405",1683,"Ome","JPN","Tokyo-to",139216,-105.2211175,40.0274366
"1407",1685,"Yamaguchi","JPN","Yamaguchi",138210,131.4706493,34.1859563
"1408",1686,"Higashimurayama","JPN","Tokyo-to",136970,139.4684892,35.7545968
"1409",1687,"Yonago","JPN","Tottori",136461,133.3309447,35.4280717
"1410",1688,"Matsubara","JPN","Osaka",135010,135.5518501,34.5778791
"1411",1689,"Musashino","JPN","Tokyo-to",134426,-97.74731,30.2978383
"1413",1691,"Joetsu","JPN","Niigata",133505,138.2360802,37.1478477
"1414",1692,"Miyakonojo","JPN","Miyazaki",133183,131.0616214,31.7195903
"1416",1694,"Kakamigahara","JPN","Gifu",131831,136.8482643,35.3988691
"1417",1695,"Daito","JPN","Osaka",130594,131.25,25.85
"1418",1696,"Seto","JPN","Aichi",130470,133.2908233,34.0766034
"1419",1697,"Kariya","JPN","Aichi",127969,137.0021069,34.9892245
"1420",1698,"Urayasu","JPN","Chiba",127550,139.9019174,35.653153
"1421",1699,"Beppu","JPN","Oita",127486,131.4912138,33.28462
"1422",1700,"Niihama","JPN","Ehime",127207,133.2833512,33.9602895
"1423",1701,"Minoo","JPN","Osaka",127026,135.4704626,34.8269301
"1424",1702,"Fujieda","JPN","Shizuoka",126897,138.2574584,34.8673673
"1425",1703,"Abiko","JPN","Chiba",126670,-73.9861618,40.7473032
"1427",1705,"Tondabayashi","JPN","Osaka",125094,135.5971277,34.4995274
"1428",1706,"Ueda","JPN","Nagano",124217,138.2488888,36.4019115
"1429",1707,"Kashihara","JPN","Nara",124013,135.792626,34.5094478
"1430",1708,"Matsusaka","JPN","Mie",123582,136.5275927,34.5779931
"1431",1709,"Isesaki","JPN","Gumma",123285,139.1967703,36.3113639
"1432",1710,"Zama","JPN","Kanagawa",122046,139.4076731,35.4885872
"1433",1711,"Kisarazu","JPN","Chiba",121967,139.92486,35.3812265
"1434",1712,"Noda","JPN","Chiba",121030,-80.8017877,35.2456474
"1435",1713,"Ishinomaki","JPN","Miyagi",120963,141.3029167,38.4344802
"1437",1715,"Kawachinagano","JPN","Osaka",119666,135.5642257,34.4580844
"1438",1716,"Imabari","JPN","Ehime",119357,132.99786,34.0660979
"1439",1717,"Aizuwakamatsu","JPN","Fukushima",119287,139.9298096,37.4947611
"1440",1718,"Higashihiroshima","JPN","Hiroshima",119166,132.7433068,34.4263804
"1441",1719,"Habikino","JPN","Osaka",118968,135.6062119,34.5580348
"1442",1720,"Ebetsu","JPN","Hokkaido",118805,141.5362468,43.1037445
"1443",1721,"Hofu","JPN","Yamaguchi",118751,131.56269,34.0517516
"1444",1722,"Kiryu","JPN","Gumma",118326,139.3306875,36.4054907
"1445",1723,"Okinawa","JPN","Okinawa",117748,127.6809317,26.2124013
"1446",1724,"Yaizu","JPN","Shizuoka",117258,138.3231893,34.8669202
"1447",1725,"Toyokawa","JPN","Aichi",115781,137.3755423,34.8268506
"1448",1726,"Ebina","JPN","Kanagawa",115571,139.3908031,35.4464459
"1449",1727,"Asaka","JPN","Saitama",114815,-82.544858,35.569004
"1450",1728,"Higashikurume","JPN","Tokyo-to",111666,139.5297392,35.7580477
"1451",1729,"Ikoma","JPN","Nara",111645,135.7005364,34.6919598
"1454",1732,"Iwatsuki","JPN","Saitama",110034,139.6941913,35.9498608
"1456",1734,"Handa","JPN","Aichi",108600,-5.2,58.3666667
"1457",1735,"Muroran","JPN","Hokkaido",108275,140.9737991,42.3152306
"1459",1737,"Yatsushiro","JPN","Kumamoto",107661,130.6020961,32.5083871
"1460",1738,"Iida","JPN","Nagano",107583,137.8214466,35.5149777
"1461",1739,"Tokuyama","JPN","Yamaguchi",107078,-73.9801597,40.7240146
"1462",1740,"Kokubunji","JPN","Tokyo-to",106996,139.4631912,35.7103347
"1464",1742,"Iwakuni","JPN","Yamaguchi",106647,132.2188479,34.1665616
"1465",1743,"Kusatsu","JPN","Shiga",106232,138.5960529,36.6207784
"1466",1744,"Kuwana","JPN","Mie",106121,136.683803,35.0622161
"1467",1745,"Sanda","JPN","Hyogo",105643,-5.5826851,55.2795966
"1468",1746,"Hikone","JPN","Shiga",105508,136.2596226,35.274461
"1469",1747,"Toda","JPN","Saitama",103969,-95.935691,36.726678
"1470",1748,"Tajimi","JPN","Gifu",103171,137.1320765,35.3328
"1471",1749,"Ikeda","JPN","Osaka",102710,-121.0552683,38.9280456
"1472",1750,"Fukaya","JPN","Saitama",102156,139.2814638,36.1974437
"1473",1751,"Ise","JPN","Mie",101732,-73.9899471,40.7290643
"1476",1754,"Kamagaya","JPN","Chiba",100821,140.0007904,35.7767501
"1477",1755,"Tsuruoka","JPN","Yamagata",100713,139.8267307,38.7271972
"1478",1756,"Hoya","JPN","Tokyo-to",100313,-114.6522155,36.9469142
"1479",1757,"Nishio","JPN","Chiba",100032,137.0618498,34.8619367
"1481",1759,"Inazawa","JPN","Aichi",98746,136.780202,35.2481321
"1483",1761,"Isehara","JPN","Kanagawa",98123,139.3149729,35.4029686
"1484",1762,"Takasago","JPN","Hyogo",97632,-73.934655,41.010708
"1485",1763,"Fujimi","JPN","Saitama",96972,138.2406985,35.9146214
"1486",1764,"Urasoe","JPN","Okinawa",96002,127.7217987,26.2458164
"1487",1765,"Yonezawa","JPN","Yamagata",95592,140.1167811,37.9222401
"1488",1766,"Konan","JPN","Aichi",95521,-117.759527,33.665198
"1489",1767,"Yamatokoriyama","JPN","Nara",95165,135.7827554,34.6493738
"1490",1768,"Maizuru","JPN","Kyoto",94784,135.3859918,35.4747971
"1491",1769,"Onomichi","JPN","Hiroshima",93756,133.2048886,34.4088756
"1492",1770,"Higashimatsuyama","JPN","Saitama",93342,139.3999588,36.0421262
"1493",1771,"Kimitsu","JPN","Chiba",93216,139.9026768,35.3304502
"1494",1772,"Isahaya","JPN","Nagasaki",93058,130.0530952,32.8434379
"1495",1773,"Kanuma","JPN","Tochigi",93053,139.7450127,36.5671105
"1496",1774,"Izumisano","JPN","Osaka",92583,135.3273374,34.4068477
"1497",1775,"Kameoka","JPN","Kyoto",92398,135.5736091,35.0134082
"1498",1776,"Mobara","JPN","Chiba",91664,140.2880265,35.4285439
"1499",1777,"Narita","JPN","Chiba",91470,140.3928501,35.7719867
"1500",1778,"Kashiwazaki","JPN","Niigata",91229,138.5589836,37.3718999
"1502",1780,"Sanaa","YEM","Sanaa",503600,-81.6053497,28.3543843
"1503",1781,"Aden","YEM","Aden",398300,45.0186548,12.7854969
"1504",1782,"Taizz","YEM","Taizz",317600,44.0177989,13.5775886
"1505",1783,"Hodeida","YEM","Hodeida",298500,42.9708838,14.7909118
"1506",1784,"al-Mukalla","YEM","Hadramawt",122400,49.127197,14.5404328
"1507",1785,"Ibb","YEM","Ibb",103300,-96.835158,33.140571
"1508",1786,"Amman","JOR","Amman",1e+06,35.9283716,31.9453666
"1509",1787,"al-Zarqa","JOR","al-Zarqa",389815,36.0941795,32.0608187
"1510",1788,"Irbid","JOR","Irbid",231511,35.8479094,32.5569557
"1511",1789,"al-Rusayfa","JOR","al-Zarqa",137247,36.0494112,32.0169411
"1515",1796,"Kragujevac","YUG","Central Serbia",147305,20.9114225,44.0127932
