"","ID","Name","CountryCode","District","Population","lon","lat"
"1",1,"Kabul","AFG","Kabol",1780000,69.207486,34.5553494
"2",2,"Qandahar","AFG","Qandahar",237500,65.7371749,31.628871
"3",3,"Herat","AFG","Herat",186800,62.2040287,34.352865
"4",4,"Mazar-e-Sharif","AFG","Balkh",127800,67.1179511,36.6926167
"5",5,"Amsterdam","NLD","Noord-Holland",731200,4.8951679,52.3702157
"6",6,"Rotterdam","NLD","Zuid-Holland",593321,4.4777326,51.9244201
"8",8,"Utrecht","NLD","Utrecht",234323,5.1214201,52.0907374
"9",9,"Eindhoven","NLD","Noord-Brabant",201843,5.4697225,51.441642
"10",10,"Tilburg","NLD","Noord-Brabant",193238,5.056375,51.5852528
"11",11,"Groningen","NLD","Groningen",172701,6.5665017,53.2193835
"12",12,"Breda","NLD","Noord-Brabant",160398,4.768323,51.5719149
"13",13,"Apeldoorn","NLD","Gelderland",153491,5.9699231,52.211157
"16",16,"Haarlem","NLD","Noord-Holland",148772,4.6462194,52.3873878
"18",18,"Arnhem","NLD","Gelderland",138020,5.8987296,51.9851034
"19",19,"Zaanstad","NLD","Noord-Holland",135621,4.7510425,52.4579659
"20",21,"Amersfoort","NLD","Utrecht",126270,5.3878266,52.1561113
"21",22,"Maastricht","NLD","Limburg",122087,5.6909725,50.8513682
"24",25,"Haarlemmermeer","NLD","Noord-Holland",110722,4.6743594,52.3003784
"25",26,"Zoetermeer","NLD","Zuid-Holland",110214,4.494025,52.060669
"28",29,"Ede","NLD","Gelderland",101574,5.6648594,52.0401675
"29",30,"Delft","NLD","Zuid-Holland",95268,4.3570677,52.0115769
"30",31,"Heerlen","NLD","Limburg",95052,5.9794988,50.8881742
"31",32,"Alkmaar","NLD","Noord-Holland",92713,4.7533754,52.6323813
"33",35,"Alger","DZA","Alger",2168000,3.0587561,36.753768
"35",37,"Constantine","DZA","Constantine",443727,-85.6686026,41.8411603
"36",38,"Annaba","DZA","Annaba",222518,7.7525352,36.9264582
"39",43,"Biskra","DZA","Biskra",128281,5.7510475,34.8370347
"40",44,"Blida (el-Boulaida)","DZA","Blida",127284,2.8297576,36.4757929
"41",46,"Mostaganem","DZA","Mostaganem",115212,0.1401381,36.0131235
"42",48,"Tlemcen (Tilimsen)","DZA","Tlemcen",110242,-1.3180042,34.8884062
"43",50,"Tiaret","DZA","Tiaret",100118,1.3220322,35.3673553
"44",51,"Ech-Chleff (el-Asnam)","DZA","Chlef",96794,1.3256957,36.1548171
"45",53,"Tafuna","ASM","Tutuila",5200,-170.7269854,-14.331296
"46",54,"Fagatogo","ASM","Tutuila",2323,-170.6923312,-14.2795685
"47",55,"Andorra la Vella","AND","Andorra la Vella",21189,1.5218355,42.5063174
"48",56,"Luanda","AGO","Luanda",2022000,13.2894368,-8.8399876
"49",57,"Huambo","AGO","Huambo",163100,15.7468535,-12.7739761
"50",58,"Lobito","AGO","Benguela",130000,13.5610451,-12.3757287
"51",59,"Benguela","AGO","Benguela",128300,13.416501,-12.5905158
"52",60,"Namibe","AGO","Namibe",118200,12.1575544,-15.1978317
"53",64,"Dubai","ARE","Dubai",669181,55.2707828,25.2048493
"54",65,"Abu Dhabi","ARE","Abu Dhabi",398695,54.3773438,24.453884
"55",66,"Sharja","ARE","Sharja",320095,55.4209317,25.3462553
"56",67,"al-Ayn","ARE","Abu Dhabi",225970,55.8023118,24.1301619
"57",68,"Ajman","ARE","Ajman",114395,55.5136433,25.4052165
"58",69,"Buenos Aires","ARG","Distrito Federal",2982146,-58.3815591,-34.6036844
"59",70,"La Matanza","ARG","Buenos Aires",1266461,-58.6229664,-34.7862476
"60",73,"Lomas de Zamora","ARG","Buenos Aires",622013,-58.4302476,-34.7611823
"61",74,"Quilmes","ARG","Buenos Aires",559249,-58.2546051,-34.7206336
"62",75,"Almirante Brown","ARG","Buenos Aires",538918,-58.3945107,-34.8400613
"63",76,"La Plata","ARG","Buenos Aires",521936,-57.9535657,-34.9204948
"64",77,"Mar del Plata","ARG","Buenos Aires",512880,-57.5426106,-38.0054771
"65",80,"Merlo","ARG","Buenos Aires",463846,-122.8481904,45.5061332
"66",82,"Salta","ARG","Salta",367550,-65.4231976,-24.7821269
"67",83,"Moreno","ARG","Buenos Aires",356993,-117.2296717,33.9424658
"68",85,"Avellaneda","ARG","Buenos Aires",353046,-58.3669739,-34.6610756
"69",86,"Tres de Febrero","ARG","Buenos Aires",352311,-58.5429553,-34.6138478
"70",88,"Florencio Varela","ARG","Buenos Aires",315432,-58.276012,-34.7965806
"71",89,"San Isidro","ARG","Buenos Aires",306341,-58.5286102,-34.470829
"72",90,"Tigre","ARG","Buenos Aires",296226,-58.5796585,-34.425087
"73",91,"Malvinas Argentinas","ARG","Buenos Aires",290335,-58.7030326,-34.479665
"74",93,"Berazategui","ARG","Buenos Aires",276916,-58.2112961,-34.762001
"79",102,"Posadas","ARG","Misiones",201273,-55.9008746,-27.3621374
"81",105,"San Salvador de Jujuy","ARG","Jujuy",178748,-65.2994767,-24.1857864
"82",106,"Hurlingham","ARG","Buenos Aires",170028,-58.6275502,-34.589571
"84",110,"Formosa","ARG","Formosa",147636,-94.1535377,36.0887415
"85",111,"Las Heras","ARG","Mendoza",145823,-68.8405943,-32.8502966
"87",113,"San Fernando del Valle de Cata","ARG","Catamarca",134935,-65.7767367,-28.4752023
"88",115,"Comodoro Rivadavia","ARG","Chubut",124104,-67.4822429,-45.8656149
"89",116,"Mendoza","ARG","Mendoza",123027,-68.8458386,-32.8894587
"90",118,"San Juan","ARG","San Juan",119152,-66.1057355,18.4655394
"91",119,"Escobar","ARG","Buenos Aires",116675,-84.4038224,33.7458337
"92",120,"Concordia","ARG","Entre Rios",116485,-97.8381711,30.4190038
"93",121,"Pilar","ARG","Buenos Aires",113428,-58.9091671,-34.4778621
"94",122,"San Luis","ARG","San Luis",110136,-94.818292,29.2725356
"96",124,"San Rafael","ARG","Mendoza",94651,-122.5310874,37.9735346
"97",125,"Tandil","ARG","Buenos Aires",91101,-59.1367167,-37.3287999
"98",126,"Yerevan","ARM","Yerevan",1248700,44.4991029,40.1791857
"99",128,"Vanadzor","ARM","Lori",172700,44.4970268,40.807399
"100",130,"Sydney","AUS","New South Wales",3276207,151.2092955,-33.8688197
"102",132,"Brisbane","AUS","Queensland",1291117,153.0251235,-27.4697707
"104",134,"Adelaide","AUS","South Australia",978100,138.6007456,-34.9284989
"105",135,"Canberra","AUS","Capital Region",322723,149.1300092,-35.2809368
"106",136,"Gold Coast","AUS","Queensland",311932,153.4,-28.016667
"107",137,"Newcastle","AUS","New South Wales",270324,-1.61778,54.978252
"108",138,"Central Coast","AUS","New South Wales",227657,151.2335592,-33.3208415
"109",139,"Wollongong","AUS","New South Wales",219761,150.8930607,-34.4278121
"110",140,"Hobart","AUS","Tasmania",126118,147.3271949,-42.8821377
"111",141,"Geelong","AUS","Victoria",125382,144.3617186,-38.1499181
"113",143,"Cairns","AUS","Queensland",92273,145.7780548,-16.9185514
"114",144,"Baku","AZE","Baki",1787800,49.8670924,40.4092617
"115",146,"Sumqayit","AZE","Sumqayit",283000,49.6317411,40.5854765
"116",148,"Nassau","BHS","New Providence",172000,-77.355413,25.0479835
"117",149,"al-Manama","BHR","al-Manama",148000,55.9971326,25.3301904
"118",150,"Dhaka","BGD","Dhaka",3612850,90.4125181,23.810332
"119",151,"Chittagong","BGD","Chittagong",1392860,91.7831819,22.356851
"120",152,"Khulna","BGD","Khulna",663340,89.5403279,22.845641
"121",153,"Rajshahi","BGD","Rajshahi",294056,88.6241351,24.3635886
"122",154,"Narayanganj","BGD","Dhaka",202134,90.5000404,23.6237764
"125",157,"Barisal","BGD","Barisal",170232,90.3534511,22.7010021
"126",158,"Tungi","BGD","Dhaka",168702,73.5152381,19.0495708
"127",159,"Jessore","BGD","Khulna",139710,89.2181664,23.1634014
"128",160,"Comilla","BGD","Chittagong",135313,91.1809065,23.4606574
"130",162,"Dinajpur","BGD","Rajshahi",127815,88.6331758,25.6279123
"131",163,"Bogra","BGD","Rajshahi",120170,89.3729633,24.848078
"133",165,"Brahmanbaria","BGD","Chittagong",109032,91.1115014,23.9608181
"135",167,"Jamalpur","BGD","Dhaka",103556,86.4906091,25.312717
"137",169,"Naogaon","BGD","Rajshahi",101266,88.7530952,24.9131597
"139",171,"Narsinghdi","BGD","Dhaka",98342,90.7860057,24.134378
"140",172,"Saidpur","BGD","Rajshahi",96777,88.8982666,25.7829542
"141",173,"Gazipur","BGD","Dhaka",96717,90.4125181,24.0958171
"142",174,"Bridgetown","BRB","St Michael",6070,-59.6144819,13.0968511
"144",176,"Gent","BEL","East Flanderi",224180,3.7174243,51.0543422
"145",177,"Charleroi","BEL","Hainaut",200827,4.444643,50.4108095
"147",180,"Brugge","BEL","West Flanderi",116246,3.2246995,51.209348
"148",181,"Schaerbeek","BEL","Bryssel",105692,4.3772981,50.8674164
"149",182,"Namur","BEL","Namur",105419,4.8719854,50.4673883
"150",183,"Mons","BEL","Hainaut",90935,3.956659,50.4542408
"151",184,"Belize City","BLZ","Belize City",55810,-88.1962133,17.5045661
"152",185,"Belmopan","BLZ","Cayo",7105,-88.7590201,17.2510114
"153",186,"Cotonou","BEN","Atlantique",536827,2.3912362,6.3702928
"154",188,"Djougou","BEN","Atacora",134099,1.6663523,9.7080916
"155",189,"Parakou","BEN","Borgou",103577,2.6090043,9.3466822
"156",191,"Hamilton","BMU","Hamilton",1200,-79.8711024,43.2557206
"157",192,"Thimphu","BTN","Thimphu",22000,89.6392863,27.4727924
"159",194,"La Paz","BOL","La Paz",758141,-68.1192936,-16.489689
"160",195,"El Alto","BOL","La Paz",534466,-68.2146857,-16.5000936
"161",196,"Cochabamba","BOL","Cochabamba",482800,-66.1653224,-17.4139766
"162",197,"Oruro","BOL","Oruro",223553,-67.1060353,-17.9646772
"163",198,"Sucre","BOL","Chuquisaca",178426,-90.0852213,29.9247915
"164",200,"Tarija","BOL","Tarija",125255,-64.7280952,-21.5213825
"165",201,"Sarajevo","BIH","Federaatio",360000,18.4130763,43.8562586
"166",202,"Banja Luka","BIH","Republika Srpska",143079,17.191,44.7721811
"167",203,"Zenica","BIH","Federaatio",96027,17.9077431,44.2034392
"168",204,"Gaborone","BWA","Gaborone",213017,25.9231471,-24.6282079
"169",205,"Francistown","BWA","Francistown",101805,27.5143603,-21.1661005
"171",208,"Salvador","BRA","Bahia",2302832,-38.5014136,-12.9722184
"172",209,"Belo Horizonte","BRA","Minas Gerais",2139125,-43.9352376,-19.9245018
"173",213,"Recife","BRA","Pernambuco",1378087,-34.8769643,-8.0475622
"174",214,"Porto Alegre","BRA","Rio Grande do Sul",1314032,-51.2176584,-30.0346471
"175",215,"Manaus","BRA","Amazonas",1255049,-60.0217314,-3.1190275
"176",224,"Duque de Caxias","BRA","Rio de Janeiro",746758,-43.3053106,-22.7862985
"177",227,"Natal","BRA","Rio Grande do Norte",688955,30.8958242,-28.5305539
"178",229,"Campo Grande","BRA","Mato Grosso do Sul",649593,-54.6201211,-20.4697105
"179",233,"Contagem","BRA","Minas Gerais",520801,-44.0808763,-19.9161508
"181",241,"Juiz de Fora","BRA","Minas Gerais",450288,-43.3433999,-21.7624237
"182",242,"Aracaju","BRA","Sergipe",445555,-37.0730823,-10.9472468
"185",249,"Campos dos Goytacazes","BRA","Rio de Janeiro",398418,-41.3184877,-21.7626902
"186",252,"Olinda","BRA","Pernambuco",354732,-34.841629,-7.9908056
"188",262,"Pelotas","BRA","Rio Grande do Sul",315415,-52.3375886,-31.7653989
"190",268,"Canoas","BRA","Rio Grande do Sul",294125,-51.1861582,-29.9133278
"191",272,"Montes Claros","BRA","Minas Gerais",286058,-43.8582139,-16.7286406
"196",288,"Caruaru","BRA","Pernambuco",244247,-35.9701874,-8.2849639
"200",297,"Governador Valadares","BRA","Minas Gerais",231724,-41.9559233,-18.8549317
"201",304,"Petrolina","BRA","Pernambuco",210540,-40.5030961,-9.389083
"202",307,"Ipatinga","BRA","Minas Gerais",206338,-42.5480125,-19.4707617
"203",308,"Juazeiro","BRA","Bahia",201073,-40.503516,-9.4167977
"204",320,"Sete Lagoas","BRA","Minas Gerais",182984,-44.2416695,-19.45738
"205",321,"Rio Grande","BRA","Rio Grande do Sul",182222,-101.8353878,28.8106382
"206",322,"Itabuna","BRA","Bahia",182148,-39.2784178,-14.7880327
"207",324,"Arapiraca","BRA","Alagoas",178988,-36.6639577,-9.755588
"208",327,"Alvorada","BRA","Rio Grande do Sul",175574,-51.0813677,-29.991901
"209",331,"Nova Friburgo","BRA","Rio de Janeiro",170697,-42.5340796,-22.2887261
"210",334,"Barra Mansa","BRA","Rio de Janeiro",168953,-44.1772604,-22.5408519
"211",338,"Boa Vista","BRA","Roraima",167185,-22.8078335,16.0950108
"212",339,"Passo Fundo","BRA","Rio Grande do Sul",166343,-52.4160039,-28.2587812
"213",340,"Dourados","BRA","Mato Grosso do Sul",164716,-54.8291259,-22.2272034
"214",341,"Santa Luzia","BRA","Minas Gerais",164704,-24.7439749,16.7644992
"215",350,"Cabo de Santo Agostinho","BRA","Pernambuco",149964,-35.0304219,-8.2794398
"216",356,"Lages","BRA","Santa Catarina",139570,-50.3263964,-27.8157141
"217",363,"Nossa Senhora do Socorro","BRA","Sergipe",131351,-37.1269791,-10.8531643
"218",367,"Barreiras","BRA","Bahia",127801,-44.9953475,-12.1477483
"219",369,"Alagoinhas","BRA","Bahia",126820,-38.4211223,-12.1339689
"220",371,"Uruguaiana","BRA","Rio Grande do Sul",126305,-57.0858428,-29.7619121
"221",379,"Palmas","BRA","Tocantins",121919,-48.3242858,-10.249091
"223",384,"Cabo Frio","BRA","Rio de Janeiro",119503,-42.0262542,-22.8867507
"224",386,"Patos de Minas","BRA","Minas Gerais",119262,-46.5146749,-18.5872582
"225",387,"Camaragibe","BRA","Pernambuco",118968,-34.9784748,-8.0239216
"226",389,"Queimados","BRA","Rio de Janeiro",115020,-43.5522256,-22.7106685
"228",394,"Barbacena","BRA","Minas Gerais",113079,-43.7706811,-21.2219344
